"ST1. Nomenclature of 2,925 proteins analyzed in the Interval and LonGenity cohorts. Corresponding external identifiers were provided by Somalogic.",,,,,,,,,,
,,,,,,,,,,
ID,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Units
GLRX2.12486.8.3,12486.8,3,SL007708,"Glutaredoxin-2, mitochondrial",GLRX2,Q9NS18,51022,GLRX2,Human,RFU
MCTS1.12488.9.3,12488.9,3,SL015331,Malignant T-cell-amplified sequence 1,MCTS1,Q9ULC4,28985,MCTS1,Human,RFU
LAMTOR3.12490.92.3,12490.92,3,SL019720,Ragulator complex protein LAMTOR3,LTOR3,Q9UHA4,,LAMTOR3,Human,RFU
OTUB2.12493.42.3,12493.42,3,SL019735,Ubiquitin thioesterase OTUB2,OTUB2,Q96DC9,,OTUB2,Human,RFU
GABARAPL2.12494.99.3,12494.99,3,SL019741,Gamma-aminobutyric acid receptor-associated protein-like 2,GBRL2,P60520,,GABARAPL2,Human,RFU
NUDT16L1.12497.29.3,12497.29,3,SL015180,Tudor-interacting repair regulator protein,SDOS,Q9BRJ7,84309,NUDT16L1,Human,RFU
TAX1BP3.12498.12.3,12498.12,3,SL019719,Tax1-binding protein 3,TX1B3,O14907,,TAX1BP3,Human,RFU
TBCA.12501.10.3,12501.1,3,SL008849,Tubulin-specific chaperone A,TBCA,O75347,6902,TBCA,Human,RFU
LMOD1.12504.26.3,12504.26,3,SL008078,Leiomodin-1,LMOD1,P29536,25802,LMOD1,Human,RFU
VPS24.12508.9.3,12508.9,3,SL008756,Charged multivesicular body protein 3,CHMP3,Q9Y3E7,51652,VPS24,Human,RFU
COMMD1.12509.115.3,12509.115,3,SL019736,COMM domain-containing protein 1,COMD1,Q8N668,,COMMD1,Human,RFU
STAP1.12510.3.3,12510.3,3,SL019742,Signal-transducing adaptor protein 1,STAP1,Q9ULZ2,,STAP1,Human,RFU
SLC41A2.12511.83.3,12511.83,3,SL019747,Solute carrier family 41 member 2,S41A2,Q96JW4,,SLC41A2,Human,RFU
GLTP.12513.8.3,12513.8,3,SL008826,Glycolipid transfer protein,GLTP,Q9NZD2,51228,GLTP,Human,RFU
METTL1.12514.16.3,12514.16,3,SL004624,tRNA (guanine-N(7)-)-methyltransferase,METTL1,Q9UBP6,4234,METTL1,Human,RFU
UCK2.12515.45.3,12515.45,3,SL019724,Uridine-cytidine kinase 2,UCK2,Q9BZX2,,UCK2,Human,RFU
TEAD4.12516.13.3,12516.13,3,SL019731,Transcriptional enhancer factor TEF-3,TEAD4,Q15561,,TEAD4,Human,RFU
PDCD5.12517.52.3,12517.52,3,SL003787,Programmed cell death protein 5,TFAR19,O14737,9141,PDCD5,Human,RFU
RAD23B.12522.6.3,12522.6,3,SL011201,UV excision repair protein RAD23 homolog B,RD23B,P54727,5887,RAD23B,Human,RFU
SAT2.12524.18.3,12524.18,3,SL019774,Diamine acetyltransferase 2,SAT2,Q96F10,,SAT2,Human,RFU
THRA.12527.50.3,12527.5,3,SL013736,Thyroid hormone receptor alpha,THA,P10827,7067,THRA,Human,RFU
FKBP6.12529.32.3,12529.32,3,SL019753,Inactive peptidyl-prolyl cis-trans isomerase FKBP6,FKBP6,O75344,,FKBP6,Human,RFU
ERVV.1.12531.5.3,12531.5,3,SL019768,Endogenous retrovirus group V member 1 Env polyprotein,ERVV1,B6SEH8,,ERVV-1,Human,RFU
CYTH2.12533.135.3,12533.135,3,SL019781,Cytohesin-2,CYH2,Q99418,,CYTH2,Human,RFU
CALCOCO2.12534.10.3,12534.1,3,SL019796,Calcium-binding and coiled-coil domain-containing protein 2,CACO2,Q13137,,CALCOCO2,Human,RFU
XRCC1.12535.2.3,12535.2,3,SL013748,DNA repair protein XRCC1,XRCC1,P18887,7515,XRCC1,Human,RFU
PURA.12537.88.3,12537.88,3,SL013811,Transcriptional activator protein Pur-alpha,PURA,Q00577,5813,PURA,Human,RFU
RHOG.12540.25.3,12540.25,3,SL019775,Rho-related GTP-binding protein RhoG,RHOG,P84095,,RHOG,Human,RFU
HPGDS.12549.33.3,12549.33,3,SL014636,Hematopoietic prostaglandin D synthase,PTGD2,O60760,27306,HPGDS,Human,RFU
VRK1.12553.5.3,12553.5,3,SL010954,Serine/threonine-protein kinase VRK1,VRK1,Q99986,7443,VRK1,Human,RFU
RAD51L3.12554.10.3,12554.1,3,SL013725,DNA repair protein RAD51 homolog 4,RA51D,O75771,5892,RAD51L3,Human,RFU
NOVA1.12557.18.3,12557.18,3,SL019782,RNA-binding protein Nova-1,NOVA1,P51513,,NOVA1,Human,RFU
NT5C.12560.9.3,12560.9,3,SL008415,"5'(3')-deoxyribonucleotidase, cytosolic type",NT5C,Q8TCD5,30833,NT5C,Human,RFU
ARL3.12571.14.3,12571.14,3,SL019778,ADP-ribosylation factor-like protein 3,ARL3,P36405,403,ARL3,Human,RFU
EDN2.12574.36.3,12574.36,3,SL000405,Endothelin-2,Endothelin 2,P20800,1907,EDN2,Human,RFU
MAGEA3.12576.21.3,12576.21,3,SL002732,Melanoma-associated antigen 3,MAGE-3,P43357,4102,MAGEA3,Human,RFU
FEN1.12577.100.3,12577.1,3,SL002091,Flap endonuclease 1,FLAP endonuclease-1,P39748,2237,FEN1,Human,RFU
ARF3.12578.13.3,12578.13,3,SL006497,ADP-ribosylation factor 3,ARF3,P61204,377,ARF3,Human,RFU
PSMB5.12580.7.3,12580.7,3,SL012949,Proteasome subunit beta type-5,PSB5,P28074,5693,PSMB5,Human,RFU
ERCC1.12585.39.3,12585.39,3,SL009589,DNA excision repair protein ERCC-1,ERCC1,P07992,2067,ERCC1,Human,RFU
PRB4.12590.67.3,12590.67,3,SL012414,Basic salivary proline-rich protein 4,PRB4,P10163,5545,PRB4,Human,RFU
OPHN1.12591.27.3,12591.27,3,SL002050,Oligophrenin-1,Oligophrenin-1,O60890,4983,OPHN1,Human,RFU
PDRG1.12593.33.3,12593.33,3,SL019751,p53 and DNA damage-regulated protein 1,PDRG1,Q9NUG6,,PDRG1,Human,RFU
GCA.12594.5.3,12594.5,3,SL019772,Grancalcin,GRAN,P28676,,GCA,Human,RFU
TMOD1.12595.11.3,12595.11,3,SL010848,Tropomodulin-1,TMOD1,P28289,7111,TMOD1,Human,RFU
PABPC4.12603.87.3,12603.87,3,SL019780,Polyadenylate-binding protein 4,PABP4,Q13310,,PABPC4,Human,RFU
SCMH1.12604.16.3,12604.16,3,SL019785,Polycomb protein SCMH1,SCMH1,Q96GD3,,SCMH1,Human,RFU
EXOSC3.12605.1.3,12605.1,3,SL005742,Exosome complex component RRP40,Exosome component 3,Q9NQT5,51010,EXOSC3,Human,RFU
NRBP1.12616.45.3,12616.45,3,SL019803,Nuclear receptor-binding protein,NRBP,Q9UHY1,,NRBP1,Human,RFU
AKR1C1.12618.50.3,12618.5,3,SL008344,Aldo-keto reductase family 1 member C1,Aldo-keto reductase 1C1,Q04828,1645,AKR1C1,Human,RFU
PPM1A.12619.14.3,12619.14,3,SL004719,Protein phosphatase 1A,Protein phophatase 2Ca,P35813,5494,PPM1A,Human,RFU
PPP2R1A.12621.55.3,12621.55,3,SL008081,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PP2AAA,P30153,5518,PPP2R1A,Human,RFU
ASH1L.12622.96.3,12622.96,3,SL019786,Histone-lysine N-methyltransferase ASH1L,ASH1L,Q9NR48,55870,ASH1L,Human,RFU
SENP7.12626.6.3,12626.6,3,SL019816,Sentrin-specific protease 7,SENP7,Q9BQF6,,SENP7,Human,RFU
ATG7.12627.97.3,12627.97,3,SL019821,Ubiquitin-like modifier-activating enzyme ATG7,ATG7,O95352,10533,ATG7,Human,RFU
ARFIP2.12630.8.3,12630.8,3,SL019787,Arfaptin-2,ARFP2,P53365,23647,ARFIP2,Human,RFU
NAT1.12632.14.3,12632.14,3,SL019805,Arylamine N-acetyltransferase 1,ARY1,P18440,9,NAT1,Human,RFU
PTPN9.12633.3.3,12633.3,3,SL019812,Tyrosine-protein phosphatase non-receptor type 9,PTN9,P43378,,PTPN9,Human,RFU
BCAR3.12634.79.3,12634.79,3,SL014470,Breast cancer anti-estrogen resistance protein 3,BCAR3,O75815,8412,BCAR3,Human,RFU
SMYD2.12636.113.3,12636.113,3,SL019827,N-lysine methyltransferase SMYD2,SMYD2,Q9NRG4,,SMYD2,Human,RFU
ARRB1.12643.4.3,12643.4,3,SL011195,Beta-arrestin-1,ARRB1,P49407,408,ARRB1,Human,RFU
ADSS.12644.63.3,12644.63,3,SL019828,Adenylosuccinate synthetase isozyme 2,PURA2,P30520,,ADSS,Human,RFU
RPE.12646.2.3,12646.2,3,SL013233,Ribulose-phosphate 3-epimerase,RPE,Q96AT9,6120,RPE,Human,RFU
SETD2.12647.52.3,12647.52,3,SL016514,Histone-lysine N-methyltransferase SETD2,SETD2,Q9BYW2,29072,SETD2,Human,RFU
GNAI3.12650.43.3,12650.43,3,SL008873,Guanine nucleotide-binding protein G(k) subunit alpha,GNAI3,P08754,2773,GNAI3,Human,RFU
PDK2.12651.21.3,12651.21,3,SL019823,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",PDK2,Q15119,,PDK2,Human,RFU
CSNK1G2.12653.13.3,12653.13,3,SL010497,Casein kinase I isoform gamma-2,CSNK1G2,P78368,1455,CSNK1G2,Human,RFU
NAPB.12655.30.3,12655.3,3,SL010994,Beta-soluble NSF attachment protein,SNAB,Q9H115,63908,NAPB,Human,RFU
TSTA3.12657.2.3,12657.2,3,SL010919,GDP-L-fucose synthase,FCL,Q13630,7264,TSTA3,Human,RFU
PANK3.12658.72.3,12658.72,3,SL019818,Pantothenate kinase 3,PANK3,Q9H999,,PANK3,Human,RFU
OLA1.12659.13.3,12659.13,3,SL008839,Obg-like ATPase 1,GTPB9,Q9NTK5,29789,OLA1,Human,RFU
GABARAPL1.12661.44.3,12661.44,3,SL019788,Gamma-aminobutyric acid receptor-associated protein-like 1,GBRL1,Q9H0R8,,GABARAPL1,Human,RFU
TST.12663.1.3,12663.1,3,SL011234,Thiosulfate sulfurtransferase,THTR,Q16762,7263,TST,Human,RFU
GDA.12667.2.3,12667.2,3,SL009095,Guanine deaminase,GUAD,Q9Y2T3,9615,GDA,Human,RFU
VPS4B.12668.7.3,12668.7,3,SL019834,Vacuolar protein sorting-associated protein 4B,VPS4B,O75351,,VPS4B,Human,RFU
HECW1.12669.30.3,12669.3,3,SL019789,E3 ubiquitin-protein ligase HECW1,HECW1,Q76N89,,HECW1,Human,RFU
RAD1.12670.15.3,12670.15,3,SL019800,Cell cycle checkpoint protein RAD1,RAD1,O60671,,RAD1,Human,RFU
SNRPA.12678.66.3,12678.66,3,SL013011,U1 small nuclear ribonucleoprotein A,SNRPA,P09012,6626,SNRPA,Human,RFU
USP21.12681.63.3,12681.63,3,SL019819,Ubiquitin carboxyl-terminal hydrolase 21,UBP21,Q9UK80,,USP21,Human,RFU
CCBL2.12682.5.3,12682.5,3,SL019824,Kynurenine--oxoglutarate transaminase 3,KAT3,Q6YP21,,CCBL2,Human,RFU
DPYSL5.12683.156.3,12683.156,3,SL019830,Dihydropyrimidinase-related protein 5,DPYL5,Q9BPU6,,DPYSL5,Human,RFU
SCIN.12684.5.3,12684.5,3,SL019836,Adseverin,ADSV,Q9Y6U3,85477,SCIN,Human,RFU
MPST.12686.15.3,12686.15,3,SL008788,3-mercaptopyruvate sulfurtransferase,THTM,P25325,4357,MPST,Human,RFU
RPS6KA6.12688.115.3,12688.115,3,SL019814,Ribosomal protein S6 kinase alpha-6,KS6A6,Q9UK32,,RPS6KA6,Human,RFU
SEPT10.12690.33.3,12690.33,3,SL019825,Septin-10,10-Sep,Q9P0V9,,10-Sep,Human,RFU
DIMT1.12694.28.3,12694.28,3,SL019801,Probable dimethyladenosine transferase,DIM1,Q9UNQ2,,DIMT1,Human,RFU
KLHL12.12695.62.3,12695.62,3,SL019809,Kelch-like protein 12,KLH12,Q53G59,,KLHL12,Human,RFU
PRMT3.12696.166.3,12696.166,3,SL019815,Protein arginine N-methyltransferase 3,ANM3,O60678,10196,PRMT3,Human,RFU
PIP4K2A.12697.30.3,12697.3,3,SL010809,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,PI42A,P48426,5305,PIP4K2A,Human,RFU
KPNA4.12698.72.3,12698.72,3,SL006395,Importin subunit alpha-3,IMA4,O00629,3840,KPNA4,Human,RFU
ACLY.12700.9.3,12700.9,3,SL007279,ATP-citrate synthase,ACLY,P53396,47,ACLY,Human,RFU
PELI2.12702.13.3,12702.13,3,SL019802,E3 ubiquitin-protein ligase pellino homolog 2,PELI2,Q9HAT8,,PELI2,Human,RFU
HERC1.12705.9.3,12705.9,3,SL019820,Probable E3 ubiquitin-protein ligase HERC1,HERC1,Q15751,,HERC1,Human,RFU
CDC42BPA.12706.2.3,12706.2,3,SL007478,Serine/threonine-protein kinase MRCK alpha,MRCKA,Q5VT25,8476,CDC42BPA,Human,RFU
DPYSL3.12707.26.3,12707.26,3,SL008196,Dihydropyrimidinase-related protein 3,DPYL3,Q14195,1809,DPYSL3,Human,RFU
H1FX.12709.63.3,12709.63,3,SL008266,Histone H1x,H1X,Q92522,8971,H1FX,Human,RFU
GJA8.12711.19.3,12711.19,3,SL007244,Gap junction alpha-8 protein,CXA8,P48165,2703,GJA8,Human,RFU
HMG20A.12712.9.3,12712.9,3,SL019881,High mobility group protein 20A,HM20A,Q9NP66,,HMG20A,Human,RFU
RGS19.12713.365.3,12713.365,3,SL014816,Regulator of G-protein signaling 19,RGS19,P49795,10287,RGS19,Human,RFU
ZNF175.12716.3.3,12716.3,3,SL015364,Zinc finger protein 175,ZN175,Q9Y473,7728,ZNF175,Human,RFU
TOX3.12717.65.3,12717.65,3,SL019861,TOX high mobility group box family member 3,TOX3,O15405,,TOX3,Human,RFU
PIN4.12718.43.3,12718.43,3,SL010814,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,PIN4,Q9Y237,5303,PIN4,Human,RFU
UBQLN4.12720.71.3,12720.71,3,SL019882,Ubiquilin-4,UBQL4,Q9NRR5,,UBQLN4,Human,RFU
TAX1BP1.12721.4.3,12721.4,3,SL019891,Tax1-binding protein 1,TAXB1,Q86VP1,,TAX1BP1,Human,RFU
CIRBP.12724.81.3,12724.81,3,SL005468,Cold-inducible RNA-binding protein,CIRBP,Q14011,1153,CIRBP,Human,RFU
RFXAP.12726.3.3,12726.3,3,SL019868,Regulatory factor X-associated protein,RFXAP,O00287,,RFXAP,Human,RFU
PTGFRN.12727.7.3,12727.7,3,SL019877,Prostaglandin F2 receptor negative regulator,FPRP,Q9P2B2,,PTGFRN,Human,RFU
PSMG3.12729.12.3,12729.12,3,SL019892,Proteasome assembly chaperone 3,PSMG3,Q9BT73,,PSMG3,Human,RFU
NDC80.12730.3.3,12730.3,3,SL006986,Kinetochore protein NDC80 homolog,KNTC2,O14777,10403,NDC80,Human,RFU
PLEKHA7.12731.12.3,12731.12,3,SL019906,Pleckstrin homology domain-containing family A member 7,PKHA7,Q6IQ23,,PLEKHA7,Human,RFU
MPP7.12732.13.3,12732.13,3,SL019852,MAGUK p55 subfamily member 7,MPP7,Q5T2T1,,MPP7,Human,RFU
CSDE1.12735.39.3,12735.39,3,SL007039,Cold shock domain-containing protein E1,CSDE1,O75534,7812,CSDE1,Human,RFU
PLS1.12737.12.3,12737.12,3,SL015520,Plastin-1,PLSI,Q14651,5357,PLS1,Human,RFU
NISCH.12738.43.3,12738.43,3,SL019897,Nischarin,NISCH,Q9Y2I1,,NISCH,Human,RFU
TMEM8B.12742.160.3,12742.16,3,SL019870,Transmembrane protein 8B,TMM8B,A6NDV4,,TMEM8B,Human,RFU
CYTH4.12746.4.3,12746.4,3,SL019898,Cytohesin-4,CYH4,Q9UIA0,,CYTH4,Human,RFU
RBM3.12747.89.3,12747.89,3,SL010231,RNA-binding protein 3,RBM3,P98179,5935,RBM3,Human,RFU
BRDT.12748.6.3,12748.6,3,SL019854,Bromodomain testis-specific protein,BRDT,Q58F21,,BRDT,Human,RFU
APBB2.12753.6.3,12753.6,3,SL007583,Amyloid beta A4 precursor protein-binding family B member 2,APBB2,Q92870,323,APBB2,Human,RFU
CSDC2.12754.14.3,12754.14,3,SL019899,Cold shock domain-containing protein C2,CSDC2,Q9Y534,,CSDC2,Human,RFU
BACH2.12756.3.3,12756.3,3,SL019855,Transcription regulator protein BACH2,BACH2,Q9BYV9,,BACH2,Human,RFU
GRID2.12758.47.3,12758.47,3,SL019871,"Glutamate receptor ionotropic, delta-2",GRID2,O43424,,GRID2,Human,RFU
ILF3.12759.47.3,12759.47,3,SL004792,Interleukin enhancer-binding factor 3,DRBP76,Q12906,3609,ILF3,Human,RFU
ZNF774.12760.34.3,12760.34,3,SL019886,Zinc finger protein 774,ZN774,Q6NX45,,ZNF774,Human,RFU
APBB2.12761.12.3,12761.12,3,SL007583,Amyloid beta A4 precursor protein-binding family B member 2,APBB2,Q92870,323,APBB2,Human,RFU
ZNF334.12763.69.3,12763.69,3,SL019908,Zinc finger protein 334,ZN334,Q9HCZ1,,ZNF334,Human,RFU
ELMO1.12764.3.3,12764.3,3,SL019856,Engulfment and cell motility protein 1,ELMO1,Q92556,,ELMO1,Human,RFU
PPP1R3B.12768.3.3,12768.3,3,SL019887,Protein phosphatase 1 regulatory subunit 3B,PPR3B,Q86XI6,,PPP1R3B,Human,RFU
ZNF180.12771.19.3,12771.19,3,SL011309,Zinc finger protein 180,ZN180,Q9UJW8,7733,ZNF180,Human,RFU
HMGB3.12775.6.3,12775.6,3,SL006995,High mobility group protein B3,HMGB3,O15347,3149,HMGB3,Human,RFU
SF1.12777.11.3,12777.11,3,SL013086,Splicing factor 1,SF01,Q15637,7536,SF1,Human,RFU
PRDM4.12779.30.3,12779.3,3,SL019909,PR domain zinc finger protein 4,PRDM4,Q9UKN5,,PRDM4,Human,RFU
HNRNPM.12783.29.3,12783.29,3,SL008807,Heterogeneous nuclear ribonucleoprotein M,HNRPM,P52272,4670,HNRNPM,Human,RFU
ZBTB33.12785.49.3,12785.49,3,SL009382,Transcriptional regulator Kaiso,KAISO,Q86T24,10009,ZBTB33,Human,RFU
GPCPD1.12786.61.3,12786.61,3,SL015257,Glycerophosphocholine phosphodiesterase GPCPD1,GDE5,Q9NPB8,56261,GPCPD1,Human,RFU
ZNF134.12787.47.3,12787.47,3,SL014834,Zinc finger protein 134,ZN134,P52741,7693,ZNF134,Human,RFU
CCDC101.12788.6.3,12788.6,3,SL019859,SAGA-associated factor 29 homolog,SGF29,Q96ES7,,CCDC101,Human,RFU
CCDC51.12790.10.3,12790.1,3,SL019874,Coiled-coil domain-containing protein 51,CCD51,Q96ER9,,CCDC51,Human,RFU
PIWIL1.12793.4.3,12793.4,3,SL019894,Piwi-like protein 1,PIWL1,Q96J94,,PIWIL1,Human,RFU
NLRP4.12794.6.3,12794.6,3,SL019902,"NACHT, LRR and PYD domains-containing protein 4",NALP4,Q96MN2,,NLRP4,Human,RFU
ZNF566.12795.2.3,12795.2,3,SL019910,Zinc finger protein 566,ZN566,Q969W8,,ZNF566,Human,RFU
SLC4A8.12798.46.3,12798.46,3,SL019875,Electroneutral sodium bicarbonate exchanger 1,S4A8,Q2Y0W8,,SLC4A8,Human,RFU
DNAJC27.12799.65.3,12799.65,3,SL019880,DnaJ homolog subfamily C member 27,DJC27,Q9NZQ0,,DNAJC27,Human,RFU
TPPP2.12800.5.3,12800.5,3,SL019890,Tubulin polymerization-promoting protein family member 2,TPPP2,P59282,,TPPP2,Human,RFU
IRF2.12801.33.3,12801.33,3,SL019895,Interferon regulatory factor 2,IRF2,P14316,,IRF2,Human,RFU
ZNF329.12803.9.3,12803.9,3,SL019911,Zinc finger protein 329,ZN329,Q86UD4,,ZNF329,Human,RFU
GMEB2.12804.5.3,12804.5,3,SL019919,Glucocorticoid modulatory element-binding protein 2,GMEB2,Q9UKD1,,GMEB2,Human,RFU
ARHGAP30.12807.89.3,12807.89,3,SL019940,Rho GTPase-activating protein 30,RHG30,Q7Z6I6,,ARHGAP30,Human,RFU
CARHSP1.12808.103.3,12808.103,3,SL013301,Calcium-regulated heat-stable protein 1,CHSP1,Q9Y2V2,23589,CARHSP1,Human,RFU
ZNF415.12811.55.3,12811.55,3,SL019912,Zinc finger protein 415,ZN415,Q09FC8,,ZNF415,Human,RFU
ACYP2.12812.25.3,12812.25,3,SL009425,Acylphosphatase-2,ACYP2,P14621,98,ACYP2,Human,RFU
EHBP1.12813.18.3,12813.18,3,SL006654,EH domain-binding protein 1,EHBP1,Q8NDI1,23301,EHBP1,Human,RFU
RNPC3.12814.17.3,12814.17,3,SL019933,RNA-binding protein 40,RBM40,Q96LT9,,RNPC3,Human,RFU
IARS.12815.9.3,12815.9,3,SL008104,"Isoleucine--tRNA ligase, cytoplasmic",SYIC,P41252,3376,IARS,Human,RFU
GEM.12817.1.3,12817.1,3,SL019954,GTP-binding protein GEM,GEM,P55040,,GEM,Human,RFU
SLC14A2.12818.159.3,12818.159,3,SL019965,Urea transporter 2,UT2,Q15849,,SLC14A2,Human,RFU
GRAP.12820.1.3,12820.1,3,SL019920,GRB2-related adapter protein,GRAP,Q13588,,GRAP,Human,RFU
NLRP10.12821.6.3,12821.6,3,SL019926,"NACHT, LRR and PYD domains-containing protein 10",NAL10,Q86W26,,NLRP10,Human,RFU
APBB1.12822.34.3,12822.34,3,SL006959,Amyloid beta A4 precursor protein-binding family B member 1,APBB1,O00213,322,APBB1,Human,RFU
APPL1.12825.18.3,12825.18,3,SL019955,DCC-interacting protein 13-alpha,DP13A,Q9UKG1,,APPL1,Human,RFU
SLC5A5.12826.5.3,12826.5,3,SL019966,Sodium/iodide cotransporter,SC5A5,Q92911,,SLC5A5,Human,RFU
RGS3.12827.37.3,12827.37,3,SL014817,Regulator of G-protein signaling 3,RGS3,P49796,5998,RGS3,Human,RFU
SAP18.12830.4.3,12830.4,3,SL019934,Histone deacetylase complex subunit SAP18,SAP18,O00422,,SAP18,Human,RFU
TESC.12831.21.3,12831.21,3,SL015132,Calcineurin B homologous protein 3,TESC,Q96BS2,54997,TESC,Human,RFU
ASH2L.12832.10.3,12832.1,3,SL019949,Set1/Ash2 histone methyltransferase complex subunit ASH2,ASH2L,Q9UBL3,9070,ASH2L,Human,RFU
KCNF1.12834.3.3,12834.3,3,SL019967,Potassium voltage-gated channel subfamily F member 1,KCNF1,Q9H3M0,,KCNF1,Human,RFU
PYDC1.12835.101.3,12835.101,3,SL019914,Pyrin domain-containing protein 1,PYDC1,Q8WXC3,,PYDC1,Human,RFU
DUSP15.12838.28.3,12838.28,3,SL019935,Dual specificity protein phosphatase 15,DUS15,Q9H1R2,,DUSP15,Human,RFU
STX10.12842.43.3,12842.43,3,SL019968,Syntaxin-10,STX10,O60499,,STX10,Human,RFU
ZNF410.12843.6.3,12843.6,3,SL019915,Zinc finger protein 410,ZN410,Q86VK4,,ZNF410,Human,RFU
BAG4.12844.10.3,12844.1,3,SL006067,BAG family molecular chaperone regulator 4,BAG4,O95429,9530,BAG4,Human,RFU
SNX17.12845.18.3,12845.18,3,SL011225,Sorting nexin-17,SNX17,Q15036,9784,SNX17,Human,RFU
FBXL5.12846.3.3,12846.3,3,SL019936,F-box/LRR-repeat protein 5,FBXL5,Q9UKA1,,FBXL5,Human,RFU
RNGTT.12847.27.3,12847.27,3,SL019942,mRNA-capping enzyme,MCE1,O60942,,RNGTT,Human,RFU
ARHGEF2.12848.9.3,12848.9,3,SL019951,Rho guanine nucleotide exchange factor 2,ARHG2,Q92974,9181,ARHGEF2,Human,RFU
GSKIP.12849.25.3,12849.25,3,SL019958,GSK3-beta interaction protein,GSKIP,Q9P0R6,,GSKIP,Human,RFU
POLM.12851.5.3,12851.5,3,SL019921,DNA-directed DNA/RNA polymerase mu,DPOLM,Q9NP87,,POLM,Human,RFU
TEAD3.12854.3.3,12854.3,3,SL019943,Transcriptional enhancer factor TEF-5,TEAD3,Q99594,,TEAD3,Human,RFU
CASS4.12855.16.3,12855.16,3,SL011299,Cas scaffolding protein family member 4,CT032,Q9NQ75,57091,CASS4,Human,RFU
TMEM237.12856.14.3,12856.14,3,SL019959,Transmembrane protein 237,TM237,Q96Q45,,TMEM237,Human,RFU
ARPP21.12860.7.3,12860.7,3,SL006617,cAMP-regulated phosphoprotein 21,cAMP-regulated phosphoprotein 21,Q9UBL0,10777,ARPP21,Human,RFU
NIPAL4.12864.9.3,12864.9,3,SL019960,Magnesium transporter NIPA4,NIPA4,Q0D2K0,,NIPAL4,Human,RFU
DYNLT3.12867.40.3,12867.4,3,SL019922,Dynein light chain Tctex-type 3,DYLT3,P51808,,DYNLT3,Human,RFU
TWF1.12871.10.3,12871.1,3,SL013078,Twinfilin-1,TWF1,Q12792,5756,TWF1,Human,RFU
UBTD2.12875.28.3,12875.28,3,SL019923,Ubiquitin domain-containing protein 2,UBTD2,Q8WUN7,,UBTD2,Human,RFU
OSBPL11.12878.60.3,12878.6,3,SL019944,Oxysterol-binding protein-related protein 11,OSB11,Q9BXB4,,OSBPL11,Human,RFU
RBL1.12879.5.3,12879.5,3,SL003759,Retinoblastoma-like protein 1,p107,P28749,5933,RBL1,Human,RFU
SV2A.12880.1.3,12880.1,3,SL019962,Synaptic vesicle glycoprotein 2A,SV2A,Q7L0J3,,SV2A,Human,RFU
RDH16.12881.17.3,12881.17,3,SL019970,Retinol dehydrogenase 16,RDH16,O75452,,RDH16,Human,RFU
PARP11.12882.7.3,12882.7,3,SL019918,Poly [ADP-ribose] polymerase 11,PAR11,Q9NR21,,PARP11,Human,RFU
NR1D2.12885.42.3,12885.42,3,SL007432,Nuclear receptor subfamily 1 group D member 2,NR1D2,Q14995,9975,NR1D2,Human,RFU
SAP30.12888.18.3,12888.18,3,SL012382,Histone deacetylase complex subunit SAP30,SAP30,O75446,8819,SAP30,Human,RFU
MICALL2.12891.1.3,12891.1,3,SL019924,MICAL-like protein 2,MILK2,Q8IY33,,MICALL2,Human,RFU
SYTL1.12892.10.3,12892.1,3,SL019931,Synaptotagmin-like protein 1,SYTL1,Q8IYJ3,,SYTL1,Human,RFU
IFI16.12893.159.3,12893.159,3,SL006071,Gamma-interferon-inducible protein 16,IP16,Q16666,3428,IFI16,Human,RFU
PAXIP1.12894.3.3,12894.3,3,SL019946,PAX-interacting protein 1,PAXI1,Q6ZW49,,PAXIP1,Human,RFU
DGKB.12895.28.3,12895.28,3,SL019952,Diacylglycerol kinase beta,DGKB,Q9Y6T7,,DGKB,Human,RFU
ACACB.12900.29.3,12900.29,3,SL019311,Acetyl-CoA carboxylase 2,ACACB,O00763,32,ACACB,Human,RFU
CUBN.12904.180.3,12904.18,3,SL004440,cubilin,cubilin,O60494,8029,CUBN,Human,RFU
FLNA.12906.137.3,12906.137,3,SL005845,Filamin-A,filamin A,P21333,2316,FLNA,Human,RFU
KRT17.12923.51.3,12923.51,3,SL005401,"Keratin, type I cytoskeletal 17",Keratin 17,Q04695,3872,KRT17,Human,RFU
AXIN2.12925.105.3,12925.105,3,SL018508,Axin-2,AXIN2,Q9Y2T1,8313,AXIN2,Human,RFU
NR3C2.12931.16.3,12931.16,3,SL007088,Mineralocorticoid receptor,MCR,P08235,4306,NR3C2,Human,RFU
HERC5.12934.1.3,12934.1,3,SL015312,E3 ISG15--protein ligase HERC5,HERC5,Q9UII4,51191,HERC5,Human,RFU
RLBP1.12936.38.3,12936.38,3,SL019347,Retinaldehyde-binding protein 1,RLBP1,P12271,,RLBP1,Human,RFU
POLR1C.12939.1.3,12939.1,3,SL019437,DNA-directed RNA polymerases I and III subunit RPAC1,RPAC1,O15160,,POLR1C,Human,RFU
